,latitude,longitude,distance_to_n,neighbour,borocode
90286,40.7239,-74.0104,0.000256599470148,805247,1
90288,40.7675,-73.9607,0.000290573706142,338881,1
9029,40.7074,-74.0069,0.000108312869996,873174,1
90290,40.8072,-73.9515,0.000128491098786,334385,1
90291,40.7618,-73.9921,0.000148596259402,89668,j
90297,40.7479,-73.9746,0.000168124973576,225322,1
90299,40.7165,-73.9355,6.69622255806e-05,402064,3
903,40.7959,-73.9742,6.67615867214e-05,99817,1
90302,40.7471,-73.9723,0.000111497218985,518967,1
90303,40.7694,-73.9261,0.000141354593549,379645,4
90304,40.7307,-73.9768,0.000218218487662,313679,1
9031,40.7718,-73.9238,7.23254775673e-05,539804,4
90311,40.7388,-74.0018,0.000131400655516,911931,1
90315,40.7459,-73.9572,0.000125094416492,52121,4
90317,40.7158,-74.0154,0.000522846926022,4714,1
90319,40.719,-73.9829,0.000142767021637,202531,1
90321,40.7655,-73.9785,0.000144763387602,100271,1
90325,40.7902,-73.9677,0.000299249228785,46742,1
90327,40.7155,-73.9389,2.27847097823e-05,515664,3
9033,40.7802,-73.9545,0.000162701468849,785265,1
90331,40.7514,-73.9862,0.000120493064781,513961,1
90334,40.7778,-73.9472,0.000202669438301,684002,1
90336,40.7391,-73.9936,7.85076615209e-05,625918,1
90339,40.7627,-73.9611,0.000156564309179,504674,1
9034,40.7649,-73.99,4.84288391462e-05,375375,1
90341,40.7777,-73.9462,6.80936425061e-05,678670,1
90342,40.7951,-73.9676,0.000280411833918,174640,1
90343,40.6953,-73.929,5.36557072662e-06,722954,3
90349,40.7972,-73.9486,0.000134481233122,793613,1
90350,40.7568,-73.9982,8.99054681735e-05,225579,j
90353,40.706,-74.0088,0.00020670510003,443305,1
90354,40.7228,-73.9945,2.86410545298e-05,687885,1
90355,40.796,-73.9742,0.000145722624435,99817,1
90357,40.7264,-73.9836,0.000111170739964,132764,1
90359,40.7984,-73.9686,7.50837237302e-06,864212,1
90362,40.7261,-73.987,4.66810598595e-05,943942,1
90366,40.7302,-73.9826,0.000155021771003,200441,1
90367,40.8464,-73.9389,0.000135383534297,930077,1
90369,40.6764,-73.9512,0.000127749592234,783913,3
90371,40.7664,-73.9863,4.68762809342e-05,642754,1
90375,40.7482,-73.9759,4.87924993175e-05,795302,1
9038,40.7444,-73.9754,3.16809624041e-05,590785,1
90384,40.7255,-73.9843,1.33870611623e-05,328811,1
90388,40.7366,-73.9826,0.000201084381873,844774,1
9039,40.7715,-73.949,6.37451658307e-05,935532,1
90391,40.7476,-73.9732,4.18663176408e-05,686967,1
90392,40.7753,-73.954,4.13661416086e-05,342899,1
90393,40.7481,-73.9748,0.000160521971327,27258,1
90398,40.7615,-73.9662,0.000164313300512,662024,1
90399,40.7643,-73.964,9.19636236368e-05,435924,1
90400,40.7673,-73.9922,0.000215715181716,742223,j
90404,40.7057,-74.0085,0.000129000356832,920553,1
90406,40.8767,-73.9177,0.000474134942707,286096,2
90408,40.7585,-73.9913,0.000133775940347,909733,j
90410,40.7645,-73.984,6.17274153582e-05,628736,1
90412,40.7721,-73.9479,4.83622042307e-05,574228,1
90414,40.7092,-73.9541,0.000125288919598,872598,3
90419,40.676,-73.9385,8.61810638915e-05,425016,3
9042,40.7074,-74.0069,0.000108312869996,873174,1
90421,40.7447,-73.9741,8.4938966572e-05,464855,1
90427,40.7845,-73.976,0.000103947824164,295325,1
90430,40.8034,-73.9464,0.000103632293111,496952,1
90431,40.7701,-73.955,5.24514385887e-05,594370,1
90432,40.7372,-73.9981,7.95089719309e-05,603475,1
90438,40.7448,-73.9909,0.000132547072955,519618,1
90439,40.7606,-73.9963,0.00014579090273,401944,j
90443,40.6826,-73.9316,0.000101769420698,493161,3
90447,40.695,-73.9829,0.000183512888489,153042,3
90448,40.8381,-73.9453,0.000192182172945,196195,j
9045,40.7936,-73.9731,2.66695646073e-05,37059,1
90450,40.7067,-74.0071,0.000146397169883,319529,1
90451,40.7446,-73.974,0.00013742768331,252360,1
90452,40.8021,-73.9392,6.59021450368e-05,917076,1
90453,40.5813,-74.5343,0.288733746703,694967,j
90454,40.7539,-73.9677,4.70502450565e-05,60445,1
90457,40.7237,-73.9898,4.21582088587e-05,203954,1
90458,40.7389,-73.9929,7.31021749668e-05,898305,1
90459,40.764,-73.977,4.80578039242e-05,316372,1
9046,40.7399,-74.0036,0.000129275496675,906888,1
90464,40.7301,-73.9927,0.000182247547177,324130,1
90465,40.7675,-73.9901,0.000145427080638,394704,j
90467,40.7073,-74.0046,0.000240878600859,900884,1
90469,40.7466,-73.9779,1.29148028218e-05,502101,1
9047,40.7814,-73.9507,0.000670779965402,386628,1
90475,40.7015,-73.904,7.31719558801e-05,216785,4
90479,40.7277,-73.9832,0.000109682993813,699727,1
90480,40.7424,-73.9823,0.000122604174999,440368,1
90487,40.7675,-73.9607,0.000290573706142,338881,1
90489,40.7643,-73.9834,2.17735758292e-05,142533,1
9049,40.7295,-73.9578,0.000125409649937,200090,3
90492,40.7779,-73.9515,0.000159155536771,103316,1
90493,40.7297,-73.9832,6.69975752082e-05,416369,1
90495,40.7424,-73.9999,0.000161551274275,16885,1
90498,40.7658,-73.9781,9.6145126711e-05,633489,1
90500,40.759,-73.9949,0.00019777494878,192575,j
90506,40.7766,-73.9452,0.000103945747838,812587,1
90510,40.7416,-73.9985,0.000152593625196,645438,1
90511,40.7886,-73.9547,0.000254751151694,352082,1
90514,40.8047,-73.9568,0.000119983455478,611551,1
90515,40.7228,-73.9945,2.86410545298e-05,687885,1
90517,40.7701,-73.9493,2.40571136065e-05,660028,1
90518,40.753,-73.9704,6.03100430116e-05,440367,1
90519,40.7233,-73.9915,9.40837212207e-05,83793,1
90522,40.7073,-74.0046,0.000240878600859,900884,1
90524,40.7606,-73.9994,0.000376331874342,484503,j
90533,40.753,-73.9958,2.70795016107e-05,424982,j
90534,40.7488,-73.977,0.000141310973123,553351,1
90537,40.7364,-73.9776,0.000428183223468,77159,1
90540,40.7675,-73.9233,4.11560098335e-05,674180,4
90541,40.7766,-73.9552,9.49954724787e-05,313193,1
90545,40.7972,-73.9336,0.000133135479346,829915,1
90547,40.7247,-73.9935,5.13097009702e-05,794691,1
90549,40.7067,-74.0072,0.000179132298243,319529,1
9055,40.706,-74.0088,0.00020670510003,443305,1
9056,40.7324,-73.9965,6.13901800034e-05,141833,1
90563,40.7745,-73.9897,0.000542646450009,11694,j
90566,40.7856,-73.9794,0.000166749027842,597907,1
9057,40.7604,-73.9686,9.15582093659e-05,174119,1
90574,40.737,-74.0016,7.34819882071e-05,205835,1
90575,40.7052,-74.0079,0.00016943503047,791493,1
90576,40.7288,-74.003,0.00012033689919,298094,1
90577,40.7626,-73.9619,0.00012684241331,60425,1
9058,40.7704,-73.9566,4.99301028557e-05,565992,1
90581,40.7601,-73.9901,0.00010852777352,198129,j
90583,40.7163,-74.0042,5.70170646673e-05,17380,1
90584,40.8156,-73.9362,0.000354815564086,619193,j
90589,40.7763,-73.9518,3.26488860395e-05,828939,1
9059,40.7419,-73.9949,9.92321189562e-05,702901,1
90591,40.7487,-73.9425,6.74373734976e-05,784700,4
90593,40.7194,-74.032,0.0156419295168,271917,j
90597,40.6824,-73.9586,0.000118122550607,276352,3
90599,40.7612,-73.9978,3.42691705372e-05,751378,j
90605,40.7689,-73.9591,4.60874043682e-05,233439,1
90608,40.7928,-73.9748,8.43179927111e-05,48652,1
90609,40.7735,-73.9509,7.56412873088e-05,443886,1
90610,40.7238,-73.9389,9.32374797766e-05,534022,3
90611,40.7416,-73.9216,0.000115371212829,191335,4
90614,40.7728,-73.981,0.000142648777557,909593,1
90615,40.7838,-73.9535,0.000103131853246,127917,1
90617,40.7639,-73.9808,0.00011817841135,528985,1
90619,40.7612,-73.9978,3.42691705372e-05,751378,j
90621,40.7458,-74.0021,4.26115303289e-05,356354,j
90625,40.7244,-73.9942,3.71055949295e-05,7586,1
90629,40.7113,-73.9854,0.000413200488328,916673,1
90630,40.781,-73.9529,7.67292977959e-05,389052,1
90632,40.7634,-73.9786,9.24586359043e-05,3699,1
90634,40.6721,-73.9578,0.000134715062101,269251,3
90636,40.7517,-73.972,0.000170205738908,278333,1
90638,40.7238,-73.9768,7.56419270486e-05,451592,1
90645,40.7613,-73.9998,0.000361699954443,127452,j
90648,40.7121,-74.0086,0.000115552573173,218043,1
90649,40.7312,-74.0045,8.63561972247e-05,473776,1
9065,40.7633,-73.9628,4.01267353915e-05,235142,1
90651,40.7436,-73.9727,4.94544011795e-05,834665,1
90652,40.716,-73.9548,0.000150645205253,772120,3
90653,40.8647,-73.9212,0.000211092065268,433101,1
90654,40.7328,-73.9752,4.21760312639e-05,911362,1
90655,40.7359,-74.009,0.000101467005721,469475,1
90657,40.7638,-73.9941,0.000131465094439,888608,j
90658,40.74,-73.9994,5.86196828331e-05,233432,1
90661,40.7399,-73.9812,0.000110690202158,844483,1
90663,40.7621,-73.9956,0.000143993361445,104960,j
90665,40.7621,-73.9956,0.000143993361445,104960,j
90666,40.7759,-73.9528,4.90954173216e-05,2460,1
90669,40.7111,-74.0055,6.72257832604e-05,396712,1
90672,40.7612,-73.9978,3.42691705372e-05,751378,j
90674,40.7586,-73.9939,0.000182547567103,541219,j
90676,40.7267,-73.9844,0.000189573390587,147564,1
90684,40.7466,-73.9788,0.000153162667808,869450,1
90686,40.7411,-73.9823,4.17875194776e-05,422063,1
90687,40.7357,-73.9864,0.000106745017398,358280,1
90688,40.705,-74.0146,0.000134057348352,17668,1
9069,40.7708,-73.9531,0.000101576938689,845374,1
90690,40.7611,-73.9989,0.000207696223856,488787,j
90695,40.6853,-73.9777,5.07494486063e-05,522423,3
90696,40.7889,-73.9755,0.000131672074629,315614,1
90697,40.7473,-73.9736,0.000168057079936,13543,1
90701,40.7953,-73.9629,0.000103923825473,181978,1
90707,40.7142,-73.9381,6.87913675652e-05,734229,3
90708,40.7538,-73.974,4.17630496548e-05,919440,1
90709,40.7756,-73.9846,0.000193561024294,769013,1
9071,40.7278,-73.9871,0.000111359352058,565632,1
90712,40.7937,-73.9761,0.000150311001827,478273,1
90716,40.7396,-73.9885,7.31283520215e-05,255103,1
9072,40.7671,-73.9529,0.000165417361612,81636,1
90724,40.7694,-73.9518,0.000131368581147,158437,1
90729,40.7447,-73.9741,8.4938966572e-05,464855,1
9073,40.7686,-73.9867,9.18170343823e-05,133862,1
90731,40.711,-73.9677,6.62515734399e-05,41335,3
90732,40.7681,-73.9539,0.00017853278551,319459,1
90733,40.7796,-73.9528,8.17247990318e-05,829442,1
90735,40.6795,-73.9069,0.000143355614923,892758,3
90739,40.7677,-73.9916,0.000201711926582,638083,j
90740,40.7752,-73.9548,0.000126047255701,138334,1
90742,40.7255,-73.9843,1.33870611623e-05,328811,1
90747,40.6835,-73.9783,0.000119948743729,353796,3
90748,40.7114,-74.0163,0.000191655925651,497691,1
9075,40.7479,-73.9739,4.47279791725e-05,456424,1
90753,40.7019,-73.9362,9.17964984248e-05,210740,3
90755,40.6905,-73.9668,0.000250848883519,483815,3
90756,40.7388,-74.0084,0.000171842362602,314028,j
90757,40.7802,-73.9504,0.000107728057104,32192,1
90760,40.7709,-73.9917,0.000295000031953,365429,j
90762,40.7796,-73.9523,0.000106632376325,288967,1
90768,40.7614,-73.9824,0.000178520529607,404568,1
90769,40.6455,-74.0202,3.57857244328e-05,275776,3
9077,40.8242,-73.9531,0.000134154036817,99878,j
90770,40.8689,-73.9225,3.31101036877e-05,640034,1
90776,40.7182,-74.0148,1.5176200727e-05,9506,1
90778,40.7546,-73.9983,0.000197301103203,656310,j
90781,40.7315,-73.9875,9.37069950579e-05,570990,1
90785,40.8556,-73.9175,0.000610946004879,275180,2
90788,40.7462,-73.9757,0.000131019057572,258018,1
90789,40.7586,-73.9838,0.000135448408242,869059,1
90791,40.7635,-73.9848,1.34221987251e-05,172200,1
90794,40.8612,-73.9287,2.37565211834e-05,162343,1
90796,40.7545,-73.9984,5.59357456547e-05,656310,j
90799,40.7661,-73.9608,0.000154466121974,1452,1
90804,40.7559,-73.9658,0.000165601675302,516702,1
90807,40.7678,-73.9915,0.000160621941629,638083,j
90808,40.7301,-73.9927,0.000182247547177,324130,1
90810,40.7294,-73.9867,0.000148863675123,188018,1
90816,40.7047,-74.0076,0.000210057954231,384171,1
90822,40.7957,-73.9727,4.14941212064e-05,885353,1
90823,40.7587,-73.9909,4.81509928314e-05,656826,j
90824,40.6952,-73.9831,0.000122103331735,153042,3
90825,40.786,-73.9703,0.000117634145714,751502,1
90826,40.7387,-74.0085,0.000123591584735,695301,j
90827,40.7612,-73.9978,3.42691705372e-05,751378,j
90828,40.7447,-73.9782,3.06414709291e-05,909137,1
90829,40.7656,-73.9886,0.000366938444994,6799,1
90830,40.7375,-73.9739,0.000348356908176,410706,1
90831,40.7817,-73.9824,0.000114336039162,177554,1
90834,40.7075,-74.0113,0.000138306254259,100685,1
90836,40.7066,-74.0101,7.48757627352e-05,865223,1
9084,40.7067,-74.0072,0.000179132298243,319529,1
90843,40.7661,-73.9461,9.53970678106e-05,155180,1
90846,40.7396,-74.0035,0.000266351609963,360859,1
90848,40.8178,-73.9534,1.9925944524e-05,397928,j
90851,40.7617,-73.9617,0.000138303115665,294376,1
90854,40.7478,-74.0008,4.07598590188e-05,251428,j
90855,40.7578,-73.9839,0.000153184430121,923695,1
90858,40.7277,-73.9833,7.22634572695e-05,505755,1
9086,40.7416,-73.9216,0.000115371212829,191335,4
90860,40.7062,-74.0099,0.000244677348688,710753,1
90864,40.7788,-73.9474,0.000263838611195,803501,1
90865,40.7675,-73.9536,3.01238009997e-05,448195,1
90867,40.7721,-73.9861,5.93140699616e-05,175480,1
90869,40.7298,-73.9871,6.38074420101e-05,568093,1
9087,40.7065,-74.0077,0.00020651055021,420467,1
90870,40.7062,-74.0158,6.18964844547e-05,87127,1
90871,40.7216,-73.9927,0.000125598518891,500858,1
90872,40.7334,-74.0047,1.21431737773e-05,628077,1
90874,40.7585,-73.9913,0.000133775940347,909733,j
90878,40.7647,-73.9606,7.06977544676e-05,70788,1
90880,40.7951,-73.9676,0.000280411833918,174640,1
90881,40.7762,-73.976,0.000478268012264,66608,1
90882,40.7756,-73.9829,8.40113226277e-05,162393,1
90883,40.7166,-74.0143,0.000164785598749,929066,1
90886,40.7448,-74.0054,8.5252677842e-05,550224,j
90893,40.8013,-73.9606,9.19026910775e-05,64005,1
90895,40.6729,-73.9822,0.000104181057815,806031,3
90896,40.7642,-73.9939,0.000138338708924,857320,j
90908,40.7436,-73.9727,4.94544011795e-05,834665,1
90909,40.7292,-74.0044,2.21971466995e-05,322744,1
9091,40.7593,-73.9639,0.00015919363208,936621,1
90910,40.7269,-73.9787,0.000132795932472,282430,1
90914,40.7826,-73.9469,0.000195068723517,695156,1
90917,40.8234,-73.9457,0.000257575452058,297131,j
90918,40.7516,-73.9717,0.000119416481323,747927,1
90920,40.7447,-73.9741,8.4938966572e-05,464855,1
90921,40.7356,-73.9846,0.000239589719222,689174,1
90923,40.7072,-74.0124,5.78917186811e-05,459795,1
90924,40.7371,-74.0031,8.97711790578e-05,433764,1
90926,40.7198,-73.9964,0.000110148217204,229748,1
90927,40.7796,-73.9528,8.17247990318e-05,829442,1
90928,40.7348,-73.9865,4.62537162035e-05,873554,1
90932,40.7449,-73.9441,0.000101507443974,925068,4
90933,40.7436,-73.9919,3.17923836388e-05,777742,1
90937,40.7601,-73.9901,0.00010852777352,198129,j
90938,40.7263,-73.9848,9.19328654814e-05,549638,1
90940,40.7032,-73.9914,5.15231415565e-05,179161,3
90942,40.7436,-73.9919,3.17923836388e-05,777742,1
90943,40.7522,-73.9702,2.45803523397e-05,758365,1
90948,40.7424,-73.9823,0.000122604174999,440368,1
9095,40.7396,-73.9816,0.000140515805382,498509,1
90951,40.7604,-73.987,1.52844765646e-05,149976,1
90955,40.6512,-73.9273,0.000121148612432,815855,3
90961,40.761,-73.999,6.80979413645e-05,488787,j
90962,40.7586,-73.9838,0.000135448408242,869059,1
90966,40.7258,-73.9798,0.000140287706574,55467,1
90967,40.7739,-73.9893,0.000325141076108,11694,j
90969,40.7462,-73.9774,4.72370788175e-05,296361,1
90970,40.7413,-73.9807,9.77828388936e-05,182298,1
90971,40.7231,-74.0044,0.000114785127588,261801,1
90972,40.6255,-74.0303,0.000105912404967,798399,3
90973,40.7163,-74.0042,5.70170646673e-05,17380,1
90976,40.8634,-73.899,1.63296260559e-05,857486,2
90978,40.7372,-73.9981,7.95089719309e-05,603475,1
90980,40.695,-73.9713,0.000112779416863,833959,3
90984,40.7777,-73.9462,6.80936425061e-05,678670,1
90987,40.716,-74.0036,5.57270129475e-05,793883,1
90988,40.6616,-73.994,3.81690072007e-05,383184,3
90994,40.7611,-73.9989,0.000207696223856,488787,j
90996,40.7737,-73.9067,9.28616884337e-05,303586,4
90998,40.73,-73.9864,3.41136326166e-05,548128,1
90999,40.7813,-74.0094,0.0170684146748,55029,j
910,40.7586,-73.9938,0.000141389436443,221608,j
91005,40.7327,-73.9931,0.000149389015602,877590,1
91013,40.8141,-73.9455,0.000137512267717,803967,j
91014,40.7874,-73.975,4.15716557176e-05,415044,1
91015,40.7471,-74.0327,0.0222263614506,642494,j
91017,40.7405,-73.9996,0.000128890106797,431108,1
9102,40.7786,-73.9478,4.77473706304e-05,156011,1
91022,40.7299,-73.9826,0.000153991851848,89477,1
91024,40.7902,-73.9678,0.000330558265256,46742,1
91027,40.8177,-73.9409,0.000154717253987,806021,j
91028,40.7471,-73.9867,9.21413137554e-05,319450,1
91030,40.7957,-73.9727,4.14941212064e-05,885353,1
91034,40.711,-74.0051,0.000251527147539,529305,1
91036,40.8031,-73.9653,0.000176187367665,531188,1
91037,40.7439,-73.9979,0.000161378922094,206712,1
91038,40.6886,-73.9702,8.22719850326e-05,223059,3
91041,40.7709,-73.9917,0.000295000031953,365429,j
91044,40.7783,-73.9755,0.000138579428546,869853,1
91049,40.7826,-73.9478,0.00013339242531,572126,1
91051,40.7192,-73.9828,0.000150446425448,941656,1
91055,40.7336,-74.004,8.84416334187e-05,195266,1
91056,40.726,-73.9942,0.000139064173461,722874,1
9106,40.7365,-74.0049,9.2028829227e-05,357657,1
91060,40.6877,-73.945,1.74549096918e-05,426655,3
91061,40.7694,-73.9603,7.54392038415e-05,710458,1
91064,40.7556,-73.9922,6.45688680699e-05,817691,j
91067,40.7267,-73.9773,3.90115302891e-05,289148,1
91068,40.7583,-73.9642,0.000207136505804,766234,1
91076,40.791,-73.9716,9.53035400142e-05,88045,1
91077,40.7114,-74.0078,5.61537168896e-05,574017,1
91080,40.7064,-74.0155,0.000284166865246,106165,1
91082,40.7742,-73.9554,7.65226700037e-05,348928,1
91084,40.7109,-74.0056,0.00028552959874,784974,1
91091,40.5758,-73.9547,0.000114151935516,402930,3
91092,40.7584,-73.9653,0.000129719004187,24006,1
91097,40.6334,-74.0852,6.32767629033e-05,934557,j
91101,40.7179,-74.0148,4.9065849476e-05,197878,1
91108,40.8175,-73.9408,1.91483938702e-05,239509,j
91110,40.7169,-74.0149,0.000131196331744,716670,1
91113,40.7223,-73.9966,0.000116692385368,472792,1
91117,40.7515,-73.9401,0.000121827997835,892447,4
91119,40.8387,-73.9423,0.000205241757373,12905,j
91120,40.7778,-73.9832,0.000109547825894,818168,1
91122,40.7413,-73.9779,0.000211417660146,94415,1
91123,40.7356,-73.9789,0.000126124637652,454937,1
91126,40.8266,-73.9493,0.00011509680422,480532,j
91128,40.7631,-73.9904,6.9914860812e-05,58022,j
9113,40.8039,-73.9573,0.000135657827535,860277,1
91131,40.7396,-73.9815,0.000102117845748,301643,1
91132,40.7212,-73.9884,0.00012961726129,333578,1
91133,40.745,-73.9863,0.000268723957276,896037,1
91135,40.8198,-73.9578,5.64650054174e-05,575873,j
91138,40.745,-73.9819,5.36649579358e-05,707711,1
91140,40.8303,-73.9435,8.84806822816e-05,686813,j
91143,40.7431,-73.9792,8.37341094791e-05,507809,1
91144,40.7067,-74.0072,0.000179132298243,319529,1
91145,40.7593,-73.9962,0.000213247932183,523094,j
91148,40.708,-74.0149,0.000233810538244,164340,1
9115,40.6668,-73.9615,2.83707126887e-05,874026,3
91151,40.8068,-73.9532,4.47724402545e-05,414691,1
91152,40.7434,-73.9846,0.000231661283765,229128,1
91154,40.7865,-73.9731,0.000213757927327,395579,1
91155,40.7943,-73.9675,0.00027833009108,100449,1
91156,40.7803,-73.9541,0.000167267224518,837898,1
91159,40.7032,-73.9914,5.15231415565e-05,179161,3
91160,40.7645,-73.984,6.17274153582e-05,628736,1
91162,40.8832,-73.909,0.000101311594566,179439,2
91163,40.6898,-73.9797,0.000214484530269,145314,3
91165,40.6529,-73.9567,2.05426422563e-05,810552,3
91166,40.8854,-73.9145,0.000797770034117,893389,2
91169,40.7319,-73.9832,0.000109021241073,509257,1
91170,40.8689,-73.9225,3.31101036877e-05,640034,1
91175,40.7399,-74.0036,0.000129275496675,906888,1
91177,40.7522,-73.9702,2.45803523397e-05,758365,1
91179,40.7395,-73.9814,0.000156540683802,526540,1
91182,40.7323,-74.0023,0.000114201804497,218572,1
91184,40.7633,-73.9775,0.000142513003049,500451,1
91186,40.7328,-74.0089,2.79606727506e-05,542652,1
9119,40.7909,-73.9773,0.000127687272182,425351,1
91191,40.8175,-73.9408,1.91483938702e-05,239509,j
91194,40.7761,-73.9512,5.8057408753e-05,861306,1
91195,40.753,-73.9695,4.74179512032e-05,879572,1
91197,40.7791,-73.9451,5.23791290951e-05,927872,1
91201,40.7674,-73.9837,0.00013005100945,401496,1
91202,40.8198,-73.9578,5.64650054174e-05,575873,j
91204,40.7485,-73.98,5.36999888657e-05,741164,1
91206,40.7832,-73.9809,4.1665911224e-05,932636,1
91207,40.7775,-73.9473,8.4619850721e-05,916036,1
91208,40.7271,-73.9801,4.60939523284e-05,130893,1
91209,40.7269,-73.8527,5.03730412151e-05,700833,4
91212,40.8006,-73.9517,0.000137145010007,607136,1
91215,40.7838,-73.9535,0.000103131853246,127917,1
91216,40.728,-73.9832,0.000137293647986,388064,1
91219,40.7228,-73.9831,3.4979870862e-05,277695,1
91224,40.7787,-73.9453,3.54056496249e-05,248764,1
91227,40.7311,-74.0045,1.42821818046e-05,834237,1
91230,40.6953,-73.929,5.36557072662e-06,722954,3
91235,40.7516,-73.969,6.64297403947e-05,300383,1
91238,40.7489,-73.9765,9.6915851071e-05,881832,1
91242,40.8021,-73.9654,2.59871855924e-05,595142,1
91245,40.7617,-73.9805,0.000132878246485,96305,1
91246,40.6759,-73.9146,5.71471703933e-05,765884,3
91249,40.764,-73.98,8.25449672577e-05,857974,1
9125,40.742,-73.9918,0.000284748980915,877486,1
91251,40.7719,-73.9565,0.000147781517934,269843,1
91258,40.8007,-73.9611,0.000198658281621,447396,1
91263,40.7482,-73.9749,0.000233263997593,27258,1
91265,40.6815,-73.931,8.60264233193e-05,797764,3
91266,40.7473,-73.9736,0.000168057079936,13543,1
91267,40.7035,-73.9897,3.0829853831e-05,196710,3
91268,40.8024,-73.9651,0.000187906207875,873948,1
9127,40.7448,-74.0017,6.65834450491e-05,672026,j
91270,40.7943,-73.9675,0.00027833009108,100449,1
91272,40.7326,-73.9965,0.000141800690226,570378,1
91273,40.7746,-73.9554,0.000106766182885,218602,1
91276,40.7645,-73.984,6.17274153582e-05,628736,1
9128,40.764,-73.9819,9.68873862691e-05,14886,1
91280,40.7815,-73.9791,0.000141717899551,890086,1
91285,40.7892,-73.9705,4.17386227238e-05,735159,1
91287,40.8274,-73.9514,2.34030023977e-05,171241,j
91290,40.5784,-73.9565,3.54881249464e-06,637070,3
91292,40.7327,-73.984,4.07731690191e-05,738740,1
91295,40.7787,-73.9554,5.83647175343e-05,842092,1
91296,40.7675,-73.9901,0.000145427080638,394704,j
9130,40.735,-73.9812,7.35698940022e-05,228445,1
91300,40.7717,-73.9518,0.00010904613949,393291,1
91304,40.7182,-74.0148,1.5176200727e-05,9506,1
91306,40.7062,-74.0099,0.000244677348688,710753,1
91308,40.7796,-73.9523,0.000106632376325,288967,1
91309,40.8013,-73.9661,0.000181364074534,458061,1
91311,40.7436,-73.9725,0.000213989468788,834665,1
91314,40.749,-73.9991,0.000375947490077,349667,j
91315,40.7601,-73.99,0.000150794140542,198129,j
91322,40.7453,-73.9764,0.000116903587572,474968,1
91323,40.7081,-74.0065,0.00020944041232,208672,1
91326,40.7054,-74.0095,7.57699528896e-05,936726,1
91327,40.7673,-73.9864,0.000100565412659,288197,1
9133,40.7334,-73.992,7.26806961875e-05,389162,1
91337,40.7924,-73.9741,0.000106513045027,613009,1
91339,40.6679,-73.9911,5.04310909409e-05,371861,3
9134,40.7306,-73.995,0.000151027235867,239535,1
91341,40.7441,-73.9964,0.000134755221242,900686,1
91347,40.7535,-73.9742,0.000143357965998,930699,1
91349,40.7466,-73.9779,1.29148028218e-05,502101,1
9135,40.7176,-73.9531,0.000111246528322,311015,3
91351,40.6682,-73.9801,0.000398542488868,831125,3
91353,40.7521,-73.8806,1.21751193611e-05,140381,4
91356,40.8205,-73.9131,0.00014967394267,297012,2
9136,40.7587,-73.9838,5.98865132452e-05,869059,1
91366,40.691,-73.9227,6.14565651722e-05,544228,3
91371,40.7376,-73.976,0.000592456833292,618786,1
91377,40.7783,-73.947,1.98103264983e-05,869097,1
91378,40.708,-74.0149,0.000233810538244,164340,1
91380,40.7927,-73.9758,0.000179194564383,694114,1
91384,40.7248,-73.9807,5.12936947753e-05,793097,1
91389,40.7826,-73.9469,0.000195068723517,695156,1
91390,40.7761,-73.9512,5.8057408753e-05,861306,1
91393,40.7613,-73.9623,3.23744722895e-05,776207,1
91394,40.7762,-73.9592,0.000102230246451,199275,1
91395,40.7104,-73.9486,4.37696969638e-05,342495,3
91396,40.7708,-73.9516,7.77546326169e-05,222490,1
91398,40.6773,-73.9995,3.73235414752e-05,575487,3
91399,40.7416,-74.0025,3.05000498619e-05,775696,1
914,40.7383,-74.0006,0.00012292982333,872850,1
91401,40.7488,-73.9868,0.000169285198017,808919,1
91402,40.7645,-73.984,6.17274153582e-05,628736,1
91403,40.7645,-73.984,6.17274153582e-05,628736,1
91405,40.5765,-73.955,2.07373430763e-05,37991,3
91406,40.6887,-73.9851,6.00853630298e-05,66785,3
91408,40.7074,-74.0122,3.65249631937e-05,608249,1
91409,40.7312,-73.8538,0.000265229756747,116093,4
9141,40.7389,-73.9929,7.31021749668e-05,898305,1
91412,40.789,-73.9756,2.19476155763e-05,315614,1
91413,40.7771,-73.9445,0.000127520380459,931074,1
91414,40.7753,-73.954,4.13661416086e-05,342899,1
91417,40.7491,-73.9789,0.000132677886124,751645,1
91419,40.755,-73.9636,0.000104789226372,129569,1
9142,40.7783,-73.9837,0.000174210090795,887827,1
91420,40.7111,-73.9515,6.2979807657e-05,665094,3
91421,40.6969,-73.983,2.92534539181e-05,802129,3
91427,40.6389,-74.0042,6.04507237262e-05,415979,3
91429,40.7514,-73.8806,6.62418894591e-05,638910,4
91430,40.7437,-73.9585,0.00037439197006,234199,4
91431,40.7252,-73.9947,2.58641547835e-05,230929,1
91439,40.7709,-73.9917,0.000295000031953,365429,j
91441,40.7223,-73.9954,9.10644018723e-05,680916,1
91444,40.679,-73.9857,0.000135106161857,227064,3
91447,40.7637,-73.9938,0.000131676157701,11573,j
91449,40.7285,-74.0,2.59569853581e-05,624907,1
9145,40.7427,-73.9957,0.000188832289312,469092,1
91450,40.7234,-73.9945,0.000126620708511,167046,1
91452,40.7429,-74.0028,0.000120133144554,649466,1
91453,40.7703,-73.9635,0.000107185883637,668386,1
91456,40.7544,-73.9721,7.39123589323e-05,581675,1
91458,40.6475,-74.0087,0.000123461361445,276487,3
91465,40.7976,-73.968,1.33741724198e-05,67937,1
91466,40.7818,-73.9526,9.19131025912e-05,760481,1
